Price,$ per sqr meter,Boat Type,Manufacturer,Type,Year Built,Length,Width,Meter Squared,Material,Location,Number of views last 7 days,Latitude,Longitude
636510,8724.573716,Trawler,Linssen power boats,Used boat,2005,14.95,4.88,72.956,Steel,Netherlands Ã‚Â» Regio Roermond,88,51.1913202,5.9877715
764400,5242.855889,Motor Yacht,Fincantieri Yachts power boats,"Used boat,Diesel",2014,23.98,6.08,145.7984,Steel,Slovenia Ã‚Â» Koper Capodistria,75,45.548059,13.7301877
808500,10519.12568,Cabin Boat,Linssen power boats,"Used boat,Diesel",2008,15.75,4.88,76.86,Steel,Germany Ã‚Â» Brandenburg Ã‚Â» Zehdenick,139,52.9791731,13.3378948
1225000,6839.754327,Motor Yacht,Baikal power boats,"new boat on order,Diesel",2021,19.9,9,179.1,Steel,Russian Federation Ã‚Â» Moskau,398,55.755826,37.6173
3430000,14848.48485,Motor Yacht,Benetti power boats,"Used boat,Diesel",1964,30,7.7,231,Steel,Italy,187,41.87194,12.56738
4895100,12392.93119,Mega Yacht,Benetti power boats,"Used boat,Diesel",1991,46.09,8.57,394.9913,Steel,Italy Ã‚Â» Genova,108,44.4056499,8.946256
23030000,39543.26923,Mega Yacht,Benetti power boats,"Used boat,Diesel",2007,56,10.4,582.4,Steel,Greece Ã‚Â» Athen,419,39.074208,21.824312
8624000,37441.93114,Mega Yacht,Cantiere delle Marche power boats,"Used boat,Diesel",2016,31,7.43,230.33,Steel,Italy,132,41.87194,12.56738
2254000,18874.43393,Flybridge,Bering Yachts power boats,"Used boat,Diesel",2018,21.44,5.57,119.4208,Steel,Turkey Ã‚Â» Antalya,152,36.8968908,30.7133233
1960000,13200.43103,Flybridge,Baikal power boats,"new boat on order,Diesel",2020,23.2,6.4,148.48,Steel,Russian Federation Ã‚Â» Russland,227,61.52401,105.318756
1469020,17918.37432,Trawler,Linssen power boats,"Used boat,Diesel",2014,16.8,4.88,81.984,Steel,Sweden Ã‚Â» Ostsee Ã‚Â» STOCKHOLM,419,59.3293235,18.0685808
1269100,8354.83871,Flybridge,Wim van der Valk power boats,Used boat,2009,24.5,6.2,151.9,Steel,Germany Ã‚Â» a,118,51.165691,10.451526
1176000,10500,Catamaran,Baikal power boats,"new boat on order,Diesel",2021,16,7,112,Steel,Russian Federation Ã‚Â» Moaskau,311,55.755826,37.6173
1078000,11805.41867,Trawler,Linssen power boats,"Used boat,Diesel",2017,17.8,5.13,91.314,Steel,Netherlands Ã‚Â» In verkoophaven,134,52.132633,5.291266
975100,9751,Trawler,Valk power boats,Used boat,2005,20,5,100,Steel,Netherlands Ã‚Â» onbekend,93,52.132633,5.291266
872200,11955.15105,Trawler,Linssen power boats,"Used boat,Diesel",2011,14.95,4.88,72.956,Steel,"France Ã‚Â» Port-Saint-Louis-du-RhÃƒÂ´ne, France",50,43.3825346,4.8102319
862400,11748.59852,Motor Yacht,Silverline power boats,"Used boat,Diesel",2011,14.95,4.91,73.4045,Steel,Spain Ã‚Â» Mallorca Ã‚Â» Cala dÃ‚Â´Or,207,39.6952629,3.0175712
832020,11381.56887,Trawler,Linssen power boats,"Used boat,Diesel",2010,14.98,4.88,73.1024,Steel,Netherlands Ã‚Â» In verkoophaven,92,52.132633,5.291266
779100,10538.062,Hardtop,Jetten power boats,Used boat,2016,15.15,4.88,73.932,Steel,Netherlands,143,52.132633,5.291266
734020,10061.13274,Trawler,Linssen power boats,Used boat,2005,14.95,4.88,72.956,Steel,Netherlands Ã‚Â» Bestboats Roermond,92,51.1992254,5.9848299
557620,7454.802868,Trawler,van der Heijden power boats,"Used boat,Diesel",2010,14.99,4.99,74.8001,Steel,Germany Ã‚Â» Kiel,132,54.3232927,10.1227652
534100,5086.666667,Trawler,Verhoeven power boats,Used boat,2005,21,5,105,Steel,Netherlands Ã‚Â» In verkoophaven,93,52.132633,5.291266
534100,8400.44039,Trawler,Linssen power boats,Used boat,2012,14.45,4.4,63.58,Steel,Netherlands Ã‚Â» In verkoophaven,153,52.132633,5.291266
528220,6295.453191,Trawler,Valk power boats,Used boat,2006,17.3,4.85,83.905,Steel,Netherlands Ã‚Â» onbekend,83,52.132633,5.291266
495454.7,8680.385441,Trawler,BÃƒÂ©nÃƒÂ©teau power boats,"new boat from stock,Diesel",2007,13.43,4.25,57.0775,Steel,"France Ã‚Â» PORNICHET, France",51,47.263426,-2.340571
488040,6920.099256,Trawler,Smelne power boats,Used boat,2011,15.5,4.55,70.525,Steel,"Netherlands Ã‚Â» Niet in verkoophaven, bezichtiging op afspraak",39,52.132633,5.291266
485100,5823.529412,Trawler,Zijlmans power boats,Used boat,2008,17,4.9,83.3,Steel,Netherlands Ã‚Â» In verkoophaven,140,52.132633,5.291266
485100,8555.555556,Motor Yacht,Aquanaut power boats,"Used boat,Diesel",2016,15,3.78,56.7,Steel,Belgium Ã‚Â» Zuid Nederlnd,199,52.132633,5.291266
445000,5712.158554,Motor Yacht,Altena power boats,Used boat,1998,16.23,4.8,77.904,Steel,United Kingdom,67,55.378051,-3.435973
470400,3407.707911,Motor Yacht,Benetti power boats,"Used boat,Diesel",1978,23.8,5.8,138.04,Steel,Croatia (Hrvatska),83,45.1,15.2
450800,6891.385768,Trawler,Linssen power boats,"Used boat,Diesel",2010,14.7,4.45,65.415,Steel,Germany Ã‚Â» Berlin Ã‚Â» Berlin,103,52.5200066,13.404954
430220,6766.593268,Trawler,Linssen power boats,"Used boat,Diesel",2011,14.45,4.4,63.58,Steel,Germany Ã‚Â» Brandenburg Ã‚Â» Zehdenick,120,52.9791731,13.3378948
389550,6349.674652,Trawler,Smelne power boats,Used boat,2011,13.88,4.42,61.3496,Steel,Netherlands Ã‚Â» In verkoophaven,60,52.132633,5.291266
381220,5243.633213,Trawler,Altena power boats,Used boat,1999,14.99,4.85,72.7015,Steel,Netherlands Ã‚Â» In verkoophaven,118,52.132633,5.291266
377300,7158.034529,Trawler,Linssen power boats,"Used boat,Diesel",2010,12.55,4.2,52.71,Steel,Netherlands Ã‚Â» In verkoophaven,111,52.132633,5.291266
371420,5970.902661,Trawler,Treffer power boats,Used boat,2019,14.3,4.35,62.205,Steel,Netherlands Ã‚Â» onbekend,27,52.132633,5.291266
361620,5980.649963,Motor Yacht,Linssen power boats,"Used boat,Diesel",2013,13.9,4.35,60.465,Steel,Germany Ã‚Â» Berlin Ã‚Â» Berlin - KÃƒÂ¶penick,266,52.5200066,13.404954
361375,5976.598032,Trawler,Linssen power boats,Used boat,2011,13.9,4.35,60.465,Steel,Netherlands Ã‚Â» Bestboats Roermond,54,51.1992254,5.9848299
357700,6325.935096,Trawler,Linssen power boats,Used boat,2015,13.15,4.3,56.545,Steel,Netherlands Ã‚Â» In verkoophaven,137,52.132633,5.291266
347900,5452.978056,Trawler,Linden power boats,Used boat,2007,14.5,4.4,63.8,Steel,Netherlands Ã‚Â» In verkoophaven,42,52.132633,5.291266
342510,3819.672131,Classic,Zijlmans power boats,new boat from stock,2007,18.3,4.9,89.67,Steel,Netherlands Ã‚Â» In verkoophaven,80,52.132633,5.291266
342020,4694.852437,Trawler,Pacific power boats,Used boat,2002,15.5,4.7,72.85,Steel,Netherlands Ã‚Â» In verkoophaven,92,52.132633,5.291266
332710,6021.355533,Trawler,Linssen power boats,Used boat,2014,12.85,4.3,55.255,Steel,Netherlands Ã‚Â» Bestboats Roermond,111,51.1992254,5.9848299
322420,4779.779112,Motor Yacht,van der Heijden power boats,Used boat,2006,14.99,4.5,67.455,Steel,Netherlands Ã‚Â» In verkoophaven,41,52.132633,5.291266
322420,5332.341024,Trawler,Linssen power boats,"Used boat,Diesel",2011,13.9,4.35,60.465,Steel,Switzerland Ã‚Â» Bielersee Ã‚Â» Solothurn,398,47.0811046,7.1696396
312620,4396.905767,Motor Yacht,van der Heijden power boats,"Used boat,Diesel",2006,15.8,4.5,71.1,Steel,Netherlands Ã‚Â» Op aanvraag - Auf Anfrage - On request,69,52.132633,5.291266
308700,5081.481481,Motor Yacht,Jetten power boats,Used boat,2012,13.5,4.5,60.75,Steel,Netherlands Ã‚Â» BelgiÃƒÂ« - Omgeving Brugge,149,51.2091807,3.2247552
292040,4389.763632,Trawler,Smelne power boats,Used boat,2001,14.95,4.45,66.5275,Steel,"Netherlands Ã‚Â» Niet in verkoophaven, bezichtiging op afspraak.",84,52.132633,5.291266
292040,6239.171073,Motor Yacht,Ijlstervlet power boats,Used boat,2017,11.85,3.95,46.8075,Steel,Netherlands Ã‚Â» Lemmer,46,52.8449464,5.710553
289100,4071.11424,Trawler,Linssen power boats,"Used boat,Diesel",2000,14.95,4.75,71.0125,Steel,Netherlands Ã‚Â» In verkoophaven,210,52.132633,5.291266
274400,7018.620831,Motor Yacht,De Boarnstream power boats,"Display Model,Diesel",2016,10.86,3.6,39.096,Steel,Switzerland Ã‚Â» Lake Constance Ã‚Â» Lengwil,236,47.6185527,9.1931347
274400,3753.638731,"Motor Yacht,Trawler",Linssen power boats,"Used boat,Diesel",1998,14.98,4.88,73.1024,Steel,Germany Ã‚Â» Niedersachsen Ã‚Â» Hooksiel / Wangerland,312,53.6307029,8.0257971
273000,4055.258467,House Boat,Altena power boats,"Used boat,Diesel",2002,15.3,4.4,67.32,Steel,Switzerland Ã‚Â» Neuenburgersee Ã‚Â» Cheyres,525,46.8167597,6.7892688
269500,4005.945745,Trawler,van der Heijden power boats,Used boat,2005,14.95,4.5,67.275,Steel,Netherlands Ã‚Â» In verkoophaven,53,52.132633,5.291266
268450,6469.298246,Passenger boat,Hitzler-Werft Regensburg power boats,"Used boat,Diesel",1910,13.3,3.12,41.496,Steel,Switzerland Ã‚Â» VierwaldstÃƒÂ¤ttersee Ã‚Â» Sisikon,245,46.9498719,8.6220124
264600,1916.8357,Motor Yacht,Benetti power boats,"Used boat,Diesel",1969,23.8,5.8,138.04,Steel,Croatia (Hrvatska),124,45.1,15.2
263130,6349.662162,Trawler,Pedro power boats,"new boat from stock,Diesel",2007,11.2,3.7,41.44,Steel,Netherlands Ã‚Â» In verkoophaven,148,52.132633,5.291266
259700,1089.789965,House Boat,Hemiksem power boats,Used boat,1966,46.91,5.08,238.3028,Steel,Belgium Ã‚Â» Bruxelles - Ittre,174,50.6461199,4.259249
259350,4693.692878,Sport Boat,Linssen power boats,"Used boat,Diesel",2009,12.85,4.3,55.255,Steel,Switzerland Ã‚Â» Lago Maggiore Ã‚Â» Riazzino / Locarno,247,46.1753203,8.886251
254310,4448.895692,Trawler,Tryvia power boats,Used boat,2011,13.45,4.25,57.1625,Steel,Netherlands Ã‚Â» Bestboats Roermond,107,51.1992254,5.9848299
244510,3900.458624,Motor Yacht,Jacabo power boats,Used boat,2005,14.75,4.25,62.6875,Steel,Netherlands Ã‚Â» In verkoophaven,64,52.132633,5.291266
244020,3889.074827,Motor Yacht,Linssen power boats,"Used boat,Diesel",1998,14.1,4.45,62.745,Steel,Germany Ã‚Â» Brandenburg Ã‚Â» Zehdenick,162,52.9791731,13.3378948
244020,3510.195275,Motor Yacht,van der Heijden power boats,Used boat,2002,14.95,4.65,69.5175,Steel,Netherlands Ã‚Â» In verkoophaven,110,52.132633,5.291266
234220,3913.450292,Trawler,Smelne power boats,Used boat,2001,14.25,4.2,59.85,Steel,Netherlands Ã‚Â» In verkoophaven,39,52.132633,5.291266
234220,3848.726102,Trawler,Linssen power boats,Used boat,1999,13.99,4.35,60.8565,Steel,Netherlands Ã‚Â» In verkoophaven,62,52.132633,5.291266
230300,4834.172964,Pilothouse,AGA-Marine power boats,"new boat from stock,Diesel",2016,12,3.97,47.64,Steel,Poland Ã‚Â» Malbork,87,54.0361319,19.0379763
224420,4487.771712,Trawler,Altena power boats,"Used boat,Diesel",2012,12.66,3.95,50.007,Steel,Netherlands Ã‚Â» In verkoophaven,110,52.132633,5.291266
224420,3332.640333,Motor Yacht,Pacific power boats,Used boat,2003,14.8,4.55,67.34,Steel,Netherlands Ã‚Â» In verkoophaven,54,52.132633,5.291266
224420,3771.764706,Trawler,Zuiderzee power boats,Used boat,2000,14,4.25,59.5,Steel,Netherlands Ã‚Â» In verkoophaven,123,52.132633,5.291266
258000,5233.987649,Motor Yacht,Motiva power boats,"Used boat,Diesel",2002,13.18,3.74,49.2932,Steel,Denmark Ã‚Â» Vinter hal i Kappelen nord tyskland efter med RM.,73,54.6595165,9.9224906
220500,2520,Motor Yacht,Condor Yachting power boats,"Used boat,Diesel",1999,17.5,5,87.5,Steel,France Ã‚Â» France,524,46.227638,2.213749
220500,3465.074252,"House Boat,Motor Yacht,Trawler",Hollandia power boats,"Used boat,Diesel",1998,14.3,4.45,63.635,Steel,Sweden Ã‚Â» Askersund,471,58.8894268,14.9109867
215110,4231.325301,Trawler,ReLine power boats,Used boat,2009,12.25,4.15,50.8375,Steel,"Netherlands Ã‚Â» Verkoophaven IJsseldelta Marina Hattem, Geldersedi",61,52.4779173,6.0690559
215110,2830.394737,Motor Yacht,Pacific power boats,Used boat,2006,16,4.75,76,Steel,Netherlands Ã‚Â» In verkoophaven,74,52.132633,5.291266
215110,3684.652278,Trawler,Vri-Jon power boats,Used boat,2009,13.9,4.2,58.38,Steel,Netherlands Ã‚Â» in onze showroom,97,51.5021735,5.4921209
215110,3156.419663,Trawler,Concordia power boats,"Used boat,Diesel",2010,14.5,4.7,68.15,Steel,Netherlands Ã‚Â» Op aanvraag - Auf Anfrage - On request,95,52.132633,5.291266
214620,4049.777811,Trawler,Smelne power boats,Used boat,2005,12.77,4.15,52.9955,Steel,Netherlands Ã‚Â» In verkoophaven,30,52.132633,5.291266
214620,3737.722048,Motor Yacht,Linssen power boats,"Used boat,Diesel",2001,13.2,4.35,57.42,Steel,Germany Ã‚Â» Berlin Ã‚Â» Berlin KÃƒÂ¶penick,161,52.5200066,13.404954
209209,5793.176972,Motor Yacht,Linssen power boats,"Used boat,Diesel",2010,10.78,3.35,36.113,Steel,Switzerland Ã‚Â» Lake Constance Ã‚Â» Romanshorn,275,47.5657078,9.3771959
209720,5988.577955,Trawler,Pedro power boats,"new boat from stock,Diesel",2007,10.3,3.4,35.02,Steel,Netherlands Ã‚Â» In verkoophaven,86,52.132633,5.291266
205800,3983.739837,Motor Yacht,Siemer power boats,"Used boat,Diesel",2009,12.6,4.1,51.66,Steel,Germany Ã‚Â» Potsdam,61,52.3905689,13.0644729
205800,3066.332916,Trawler,Linssen power boats,"Used boat,Diesel",2002,14.28,4.7,67.116,Steel,"France Ã‚Â» Port-Saint-Louis-du-RhÃƒÂ´ne, France",91,43.3825346,4.8102319
195902,3574.201788,Trawler,Babro power boats,Used boat,2007,12.6,4.35,54.81,Steel,Netherlands Ã‚Â» In verkoophaven,82,52.132633,5.291266
195020,5711.691659,Trawler,Pedro power boats,"new boat from stock,Diesel",2007,9.7,3.52,34.144,Steel,Netherlands Ã‚Â» In verkoophaven,46,52.132633,5.291266
195020,4166.426321,Trawler,Ijlstervlet power boats,"Used boat,Diesel",2009,11.85,3.95,46.8075,Steel,Netherlands Ã‚Â» onbekend,72,52.132633,5.291266
195020,3380.774898,Trawler,Pikmeerkruiser power boats,Used boat,2005,13.9,4.15,57.685,Steel,Netherlands Ã‚Â» Grou,132,53.0949487,5.8388679
195020,2964.730921,Flybridge,Pacific power boats,Used boat,2003,14.3,4.6,65.78,Steel,"Denmark Ã‚Â» Assens, Denemarken (650 km van Utrecht)",104,55.216803,9.977172
194040,3357.093426,Trawler,Valkkruiser power boats,Used boat,2004,13.6,4.25,57.8,Steel,Netherlands Ã‚Â» In verkoophaven,44,52.132633,5.291266
194040,5333.699835,Trawler,Linssen power boats,"Used boat,Diesel",2011,10.7,3.4,36.38,Steel,Germany Ã‚Â» Brandenburg Ã‚Â» Zehdenick,148,52.9791731,13.3378948
191100,3625.498008,Trawler,Linssen power boats,Used boat,2002,12.55,4.2,52.71,Steel,Netherlands Ã‚Â» In verkoophaven,87,52.132633,5.291266
191100,1497.648903,Motor Yacht,Orskov Skibsvaerft power boats,"Used boat,Diesel",1967,22,5.8,127.6,Steel,Germany Ã‚Â» Weser,125,52.55581801,8.977782664
185220,4147.335423,Trawler,Linssen power boats,Used boat,2003,11.6,3.85,44.66,Steel,Netherlands Ã‚Â» In verkoophaven,149,52.132633,5.291266
184240,2747.800149,Motor Yacht,Smelne power boats,"Used boat,Diesel",2000,14.9,4.5,67.05,Steel,Netherlands Ã‚Â» Op aanvraag - Auf Anfrage - On request,99,52.132633,5.291266
184240,2996.259554,Classic,Super van Craft power boats,Used boat,1973,14.3,4.3,61.49,Steel,Belgium Ã‚Â» regio Bergen,110,50.503887,4.469936
183750,3445.043356,Trawler,Linssen power boats,Used boat,2001,12.55,4.25,53.3375,Steel,Netherlands Ã‚Â» In verkoophaven,90,52.132633,5.291266
181300,4454.545455,Trawler,Gruno power boats,Used boat,2011,11,3.7,40.7,Steel,Netherlands Ã‚Â» regio Nijmegen,88,51.8448837,5.8428281
175910,1327.622642,Trawler,Katwijker power boats,"Used boat,Diesel",1922,26.5,5,132.5,Steel,Netherlands Ã‚Â» Oude-Meer,38,52.2899333,4.7833671
175910,3378.336854,Trawler,Smelne power boats,Used boat,2001,12.7,4.1,52.07,Steel,Netherlands Ã‚Â» In verkoophaven,35,52.132633,5.291266
175910,4835.349093,Trawler,Linssen power boats,"Used boat,Diesel",2009,10.7,3.4,36.38,Steel,Germany Ã‚Â» LÃƒÂ¼becker Bucht Ã‚Â» GrÃƒÂ¶mitz,108,51.165691,10.451526
175420,4121.710526,Trawler,Tryvia power boats,Used boat,2009,11.2,3.8,42.56,Steel,Netherlands Ã‚Â» Bezichtiging op afspraak/Call us for a visit/Besic,82,52.132633,5.291266
174440,3905.956113,Trawler,Linssen power boats,Used boat,2003,11.6,3.85,44.66,Steel,Netherlands Ã‚Â» Roermond BestBoats,91,51.1992254,5.9848299
172900,2376.632302,Flybridge,van Wijk power boats,"Used boat,Diesel",1988,15,4.85,72.75,Steel,Switzerland Ã‚Â» Neuenburgersee Ã‚Â» 1568 Portalban-Delley,367,46.91404,6.95501
171500,2035.704959,Motor Yacht,Katwijker power boats,"Used boat,Diesel",1911,22.17,3.8,84.246,Steel,Belgium Ã‚Â» Gent,89,50.503887,4.469936
171402,3018.437968,Trawler,Vri-Jon power boats,Used boat,2000,13.85,4.1,56.785,Steel,Netherlands Ã‚Â» in onze showroom,97,51.5021735,5.4921209
171010,3420.2,Trawler,Privateer power boats,Used boat,2005,12.5,4,50,Steel,"Netherlands Ã‚Â» Niet in verkoophaven, bezichtiging op afspraak",60,52.132633,5.291266
171010,2775.010142,Trawler,Valk power boats,Used boat,1998,14.5,4.25,61.625,Steel,Netherlands Ã‚Â» Leidschendam,101,52.0798176,4.3996122
166502,3633.431533,Trawler,Smelne power boats,Used boat,2001,11.75,3.9,45.825,Steel,"Netherlands Ã‚Â» Niet in verkoophaven, bezichtiging op afspraak",68,52.132633,5.291266
165620,2350.219952,Motor Yacht,Super van Craft power boats,Used boat,1983,16.2,4.35,70.47,Steel,Netherlands Ã‚Â» Meppel,67,52.6921234,6.1937187
165620,3185,Trawler,Smelne power boats,Used boat,2000,13,4,52,Steel,"Netherlands Ã‚Â» Niet in verkoophaven, bezichtiging op afspraak.",57,52.132633,5.291266
162890,4674.702253,House Boat,Linssen power boats,"Used boat,Diesel",1998,10.1,3.45,34.845,Steel,Switzerland Ã‚Â» Neuenburgersee Ã‚Â» Portalban,806,46.917889,6.9560023
155820,2308.444444,Trawler,Doggersbank power boats,Used boat,1997,15,4.5,67.5,Steel,Netherlands Ã‚Â» Elburg,59,52.4492631,5.8345193
151970,3570.723684,Trawler,Vri-Jon power boats,"Used boat,Diesel",2001,11.2,3.8,42.56,Steel,"Switzerland Ã‚Â» Lake Geneva Ã‚Â» Port Pichette Est, S5",264,46.4699687,6.8133073
147000,2500,Trawler,Zijlmans power boats,"Used boat,Diesel",1997,14,4.2,58.8,Steel,Netherlands Ã‚Â» jachthaven Drimmelen bezichtiging alleen op afspra,107,51.7085524,4.8034905
146510,2349.799519,Motor Yacht,Jacabo power boats,"Used boat,Diesel",1999,14.5,4.3,62.35,Steel,Germany Ã‚Â» Nordrhein-Westfalen,148,51.4332367,7.6615938
146020,3049.707602,Trawler,ReLine power boats,Used boat,2005,12.6,3.8,47.88,Steel,"Netherlands Ã‚Â» Overdekte ligplaats, bezichtiging op afspraak, cal",49,52.132633,5.291266
146020,3049.707602,Trawler,ReLine power boats,Used boat,2005,12.6,3.8,47.88,Steel,Netherlands Ã‚Â» Steenwijk,45,52.7868939,6.1180686
146020,3214.529444,Trawler,Linssen power boats,Used boat,2001,11.5,3.95,45.425,Steel,Netherlands Ã‚Â» In verkoophaven,93,52.132633,5.291266
146020,2329.332004,Trawler,Flevo power boats,Used boat,2000,14.75,4.25,62.6875,Steel,Netherlands Ã‚Â» Limburg,74,50.9738973,5.3419677
144550,3522.173489,Trawler,De Boarnstream power boats,"Used boat,Diesel",2008,10.8,3.8,41.04,Steel,Netherlands Ã‚Â» In verkoophaven,118,52.132633,5.291266
137200,2074.33121,Motor Yacht,Beachcraft power boats,"Used boat,Diesel",1977,14.83,4.46,66.1418,Steel,Austria Ã‚Â» Donau Ã‚Â» Linz,199,48.30694,14.28583
136220,2356.339734,Trawler,Valkkruiser power boats,Used boat,1996,14.1,4.1,57.81,Steel,Belgium Ã‚Â» regio Antwerpen,86,51.1663636,4.7639649
134260,4281.25,Motor Yacht,Linssen power boats,"Used boat,Diesel",2005,9.8,3.2,31.36,Steel,Switzerland Ã‚Â» Lake Geneva Ã‚Â» La Pichette Vevey,346,46.4704279,6.8105399
132300,2252.873563,Trawler,Suncoast power boats,Used boat,1997,13.5,4.35,58.725,Steel,Netherlands Ã‚Â» Workum.,99,52.9803166,5.4495924
132300,2269.102135,Trawler,Euroship power boats,"new boat from stock,Diesel",2011,14.95,3.9,58.305,Steel,Netherlands Ã‚Â» onbekend,99,52.132633,5.291266
127302,3653.379251,Motor Yacht,Linssen power boats,"Used boat,Diesel",2000,10.1,3.45,34.845,Steel,Germany Ã‚Â» Brandenburg Ã‚Â» Zehdenick,142,52.9791731,13.3378948
126910,2996.694215,Trawler,Hellingskip power boats,Used boat,1999,11,3.85,42.35,Steel,Netherlands Ã‚Â» In verkoophaven,128,52.132633,5.291266
126420,2946.853147,Trawler,Gruno power boats,Used boat,2000,11,3.9,42.9,Steel,Netherlands Ã‚Â» In verkoophaven,113,52.132633,5.291266
125930,3688.202905,Trawler,Pedro power boats,"Used boat,Diesel",2010,9.7,3.52,34.144,Steel,Germany Ã‚Â» Schleswig-Holstein Ã‚Â» Kappeln,129,54.6595165,9.9224906
125580,2951.351351,Motor Yacht,Linssen power boats,"Used boat,Diesel",1991,11.5,3.7,42.55,Steel,Switzerland Ã‚Â» Lake Constance Ã‚Â» Stein am Rhein,364,47.6558193,8.8579556
122500,2576.370997,Motor Yacht,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,47.5475,Steel,Germany Ã‚Â» Neckar,134,49.0533968,8.947803049
122500,3498.001142,Trawler,Pedro power boats,"Used boat,Diesel",2011,10.3,3.4,35.02,Steel,Netherlands Ã‚Â» Op aanvraag - Auf Anfrage - On request,97,52.132633,5.291266
122500,1361.111111,House Boat,Waltjen power boats,"Used boat,Diesel",2007,18,5,90,Steel,Germany Ã‚Â» Otterndorf,171,53.8089499,8.8976663
117110,2656.760436,Trawler,Privateer power boats,Used boat,1999,11.6,3.8,44.08,Steel,Netherlands Ã‚Â» In verkoophaven,72,52.132633,5.291266
117110,2524.330441,Trawler,Smelne power boats,Used boat,2003,12.05,3.85,46.3925,Steel,Netherlands Ã‚Â» In verkoophaven,55,52.132633,5.291266
117110,2998.207885,Trawler,Marhen power boats,Used boat,2006,10.85,3.6,39.06,Steel,Netherlands Ã‚Â» Op afspraak/on appointment/auf Termin,38,52.132633,5.291266
116620,2142.536946,Trawler,Valkkruiser power boats,"Used boat,Diesel",1990,13.54,4.02,54.4308,Steel,Germany Ã‚Â» Ducherow,89,53.7640772,13.7853925
116620,1941.563306,Trawler,Altena power boats,"Used boat,Diesel",1995,14.65,4.1,60.065,Steel,"Finland Ã‚Â» JÃƒÂ¤msÃƒÂ¤, (FI)",73,61.92411,25.748151
116620,2536.320139,Trawler,Pikmeerkruiser power boats,Used boat,1995,12.1,3.8,45.98,Steel,Netherlands Ã‚Â» Grou,67,53.0949487,5.8388679
116620,3723.202171,Trawler,Linssen power boats,"Used boat,Diesel",2006,9.35,3.35,31.3225,Steel,Germany Ã‚Â» Schleswig-Holstein Ã‚Â» Kappeln an der Schley,343,54.6595165,9.9224906
116620,3001.801802,Trawler,Ijlstervlet power boats,Used boat,2006,10.5,3.7,38.85,Steel,Netherlands Ã‚Â» Zaandam,68,52.4420399,4.8291992
112700,2251.748252,Motor Yacht,Polaris power boats,"Used boat,Diesel",1997,13,3.85,50.05,Steel,Netherlands Ã‚Â» Friesland Ã‚Â» Sneek,108,53.0337476,5.6556473
112602,1876.7,Trawler,MBK power boats,"Used boat,Diesel",2007,15,4,60,Steel,Germany Ã‚Â» Ostsee Ã‚Â» Boltenhagen,230,53.9853967,11.2084363
112602,1876.7,Trawler,MBK power boats,"Used boat,Diesel",2007,15,4,60,Steel,Germany Ã‚Â» Boltenhagen,111,53.9853967,11.2084363
107800,2190.255598,Motor Yacht,Polaris power boats,"Used boat,Diesel",1994,12.62,3.9,49.218,Steel,Netherlands Ã‚Â» Sas van Gent,192,51.2276878,3.7999937
107800,2073.076923,Motor Yacht,Polaris power boats,"Used boat,Diesel",1992,13,4,52,Steel,France Ã‚Â» Mulhouse,151,47.750839,7.335888
107800,2073.076923,Motor Yacht,Succes power boats,Diesel,1997,13,4,52,Steel,Germany Ã‚Â» Leukemeer,137,51.567474,6.0604462
107310,2201.230769,Flybridge,Funcraft power boats,"Used boat,Diesel",1996,12.5,3.9,48.75,Steel,Netherlands Ã‚Â» Bezichtiging op afspraak/Call us for a visit/Bitte,66,52.132633,5.291266
107310,2880.032206,Trawler,Bege power boats,"Used boat,Diesel",2009,10.8,3.45,37.26,Steel,Netherlands Ã‚Â» Uitwellingerga,76,53.0033721,5.7053841
107310,3079.638399,Trawler,Linssen power boats,Used boat,1998,10.1,3.45,34.845,Steel,"Netherlands Ã‚Â» Niet in verkoophaven, bezichtiging op afspraak",170,52.132633,5.291266
106820,2493.638677,Trawler,Brandsma power boats,"Used boat,Diesel",2002,10.9,3.93,42.837,Steel,Netherlands Ã‚Â» Verkoophaven Goliath Sneek,90,53.0337476,5.6556473
106820,2450.78695,Motor Yacht,ReLine power boats,"Used boat,Diesel",2000,11.47,3.8,43.586,Steel,Netherlands Ã‚Â» In verkoophaven,58,52.132633,5.291266
106820,2624.570025,Motor Yacht,Gruno power boats,"Used boat,Diesel",2004,11,3.7,40.7,Steel,Germany Ã‚Â» Mecklenburg-Vorpommern Ã‚Â» 17207 RÃƒÂ¶bel,133,53.3756268,12.5998873
106820,2101.928375,Trawler,Super van Craft power boats,"Used boat,Diesel",1984,13.2,3.85,50.82,Steel,Netherlands Ã‚Â» In verkoophaven,112,52.132633,5.291266
102890.2,2829.763476,Trawler,Linssen power boats,"Used boat,Diesel",1996,10.1,3.6,36.36,Steel,Germany Ã‚Â» Verkaufshafen Brandenburg-Plaue,124,52.4313214,12.406084
100100,2187.022067,Cabin Boat,Hellingskip power boats,"Used boat,Diesel",2002,11.5,3.98,45.77,Steel,Switzerland Ã‚Â» Rhein Ã‚Â» Kembs,188,46.818188,8.227512
99190,3889.803922,Trawler,Linssen power boats,"Used boat,Diesel",1996,8.5,3,25.5,Steel,Switzerland Ã‚Â» Neuenburgersee Ã‚Â» Nasta Marine SA,306,46.8503183,6.8424158
